annee,indicateur,croissance_pct,source,note
2020,emploi total,-3.73,"BCT, rapports annuels 2024 et 2024 (population active occupée ; le plus récent rapport fait foi)",
2021,emploi total,1.57,"BCT, rapports annuels 2024 et 2024 (population active occupée ; le plus récent rapport fait foi)",
2022,emploi total,0.37,"BCT, rapports annuels 2024 et 2024 (population active occupée ; le plus récent rapport fait foi)",
2023,emploi total,-2.4,"BCT, rapports annuels 2024 et 2024 (population active occupée ; le plus récent rapport fait foi)",
2024,emploi total,2.81,"BCT, rapports annuels 2024 et 2024 (population active occupée ; le plus récent rapport fait foi)",
1960,masse des salaires déclarés à la CNSS,9.78,"BCT, Rapport annuel 1960, p. 18 du PDF (p. 22 imprimée), « Répartition sectorielle des salaires déclarés à la Caisse de sécurité sociale » (en milliers de dinars ; source : Caisse centrale des prestations sociales)","masse de tous les salariés déclarés, variations d'affiliation comprises ; Caisse centrale des prestations sociales, que la CNSS remplace par la loi du 14 décembre 1960 ; salaires déclarés jusqu'à un plafond de 500 D par an et par salarié"
1961,masse des salaires déclarés à la CNSS,23.83,"BCT, Rapport annuel 1961, p. 20 du PDF (p. 24 imprimée), « Répartition sectorielle des salaires déclarés à la Caisse de sécurité sociale » (en milliers de dinars ; source : Caisse nationale de sécurité sociale)","masse de tous les salariés déclarés, variations d'affiliation comprises ; suppression en 1961 du plafond de 500 D par an et par salarié : « une bonne partie de cette augmentation » en vient (RA 1961) ; le taux mêle salaires, affiliation et assiette"
1963,masse des salaires déclarés à la CNSS,12.29,"BCT, Rapport annuel 1963, p. 21 du PDF (p. 27 imprimée), « Répartition sectorielle des salaires déclarés à la Caisse nationale de sécurité sociale » (en milliers de dinars)","masse de tous les salariés déclarés, variations d'affiliation comprises"
1964,masse des salaires déclarés à la CNSS,13.43,"BCT, Rapport annuel 1964, p. 24 du PDF (p. 28 imprimée), « Montants des salaires déclarés à la Caisse nationale de sécurité sociale » (en milliers de dinars)","masse de tous les salariés déclarés, variations d'affiliation comprises"
1965,masse des salaires déclarés à la CNSS,14.78,"BCT, Rapport annuel 1965, p. 24 du PDF (p. 28 imprimée), « Salaires déclarés à la Caisse nationale de sécurité sociale » (en 1 000 dinars), par groupes, puis effectifs (« Autres groupes », « Mines »)","masse de tous les salariés déclarés, variations d'affiliation comprises ; 1965 révisé à 44 982 (au lieu de 45 026) par le RA 1966, en nouvelle nomenclature"
1966,masse des salaires déclarés à la CNSS,16.7,"BCT, Rapport annuel 1966, p. 23 du PDF (p. 28 imprimée), « Salaires déclarés à la Caisse nationale de sécurité sociale » (en milliers de dinars), par branches ; effectif dans la prose","masse de tous les salariés déclarés, variations d'affiliation comprises"
1967,masse des salaires déclarés à la CNSS,12.23,"BCT, Rapport annuel 1967, p. 27 du PDF (p. 31 imprimée), « Salaires déclarés à la Caisse nationale de sécurité sociale » (en milliers de dinars), par branches ; effectif dans la prose, p. 26 du PDF (p. 30 imprimée)","masse de tous les salariés déclarés, variations d'affiliation comprises"
1968,masse des salaires déclarés à la CNSS,6.88,"BCT, Rapport annuel 1968, p. 32 du PDF (p. 37 imprimée), « Salaires déclarés à la Caisse nationale de sécurité sociale » (en milliers de dinars), par branches ; effectif dans la prose, p. 31 du PDF (p. 36 imprimée)","masse de tous les salariés déclarés, variations d'affiliation comprises"
1969,masse des salaires déclarés à la CNSS,14.48,"BCT, Rapport annuel 1969, p. 33 du PDF (p. 37 imprimée), « Salaires déclarés à la Caisse nationale de sécurité sociale » (en milliers de dinars), par branches ; effectif dans la prose, p. 32 du PDF (p. 36 imprimée)","masse de tous les salariés déclarés, variations d'affiliation comprises ; taux imprimé par le rapport (14,1 %) incohérent avec ses niveaux ; taux des niveaux"
1970,masse des salaires déclarés à la CNSS,1.74,"BCT, Rapport annuel 1970, p. 40 du PDF (p. 43 imprimée), prose de « L'emploi et les salaires » et tableau « Salaires déclarés à la Caisse nationale de sécurité sociale » (en milliers de dinars), p. 41 du PDF","masse de tous les salariés déclarés, variations d'affiliation comprises ; 1970 révisé à 71 411 (au lieu de 73 335) par le RA 1971"
1971,masse des salaires déclarés à la CNSS,9.86,"BCT, Rapport annuel 1971, p. 40 du PDF (p. 44 imprimée), « Salaires déclarés et nombre de salariés affiliés à la Caisse nationale de sécurité sociale » (« Salariés* » : « Moyenne trimestrielle des effectifs déclarés » ; « Salaires** » : « En milliers de dinars »)","masse de tous les salariés déclarés, variations d'affiliation comprises"
1974,masse des salaires déclarés à la CNSS,39.42,"BCT, Rapport annuel 1974, p. 56 du PDF (p. 57 imprimée), « Nombre de salariés affiliés et masse des salaires déclarés à la C.N.S.S. » (« Nombre de salariés* » : « Moyenne trimestrielle des effectifs déclarés »). L'en-tête dit « Salaires en 1000 D », mais les montants sont en dinars (87.204.168 ; la prose, p. 55 du PDF, dit « 87,2 millions de dinars en 1973 »)","masse de tous les salariés déclarés, variations d'affiliation comprises"
1975,masse des salaires déclarés à la CNSS,26.32,"BCT, Rapport annuel 1975, p. 67 du PDF (p. 69 imprimée), prose de la section des salaires (pas de tableau)","masse de tous les salariés déclarés, variations d'affiliation comprises ; niveaux arrondis au dixième de million de dinars (prose)"
1991,masse salariale de l'État,13.35,"ministère des finances, répartition des dépenses de l'État (rémunérations publiques), via masse_salariale_ratios_longs_1990_2025.csv",
1992,masse salariale de l'État,11.43,"ministère des finances, répartition des dépenses de l'État (rémunérations publiques), via masse_salariale_ratios_longs_1990_2025.csv",
1993,masse salariale de l'État,9.43,"ministère des finances, répartition des dépenses de l'État (rémunérations publiques), via masse_salariale_ratios_longs_1990_2025.csv",
1994,masse salariale de l'État,11.0,"ministère des finances, répartition des dépenses de l'État (rémunérations publiques), via masse_salariale_ratios_longs_1990_2025.csv",
1995,masse salariale de l'État,9.65,"ministère des finances, répartition des dépenses de l'État (rémunérations publiques), via masse_salariale_ratios_longs_1990_2025.csv",
1996,masse salariale de l'État,-4.68,"ministère des finances, répartition des dépenses de l'État (rémunérations publiques), via masse_salariale_ratios_longs_1990_2025.csv",
1997,masse salariale de l'État,15.07,"ministère des finances, répartition des dépenses de l'État (rémunérations publiques), via masse_salariale_ratios_longs_1990_2025.csv",
1998,masse salariale de l'État,8.65,"ministère des finances, répartition des dépenses de l'État (rémunérations publiques), via masse_salariale_ratios_longs_1990_2025.csv",
1999,masse salariale de l'État,8.6,"ministère des finances, répartition des dépenses de l'État (rémunérations publiques), via masse_salariale_ratios_longs_1990_2025.csv",
2000,masse salariale de l'État,16.07,"ministère des finances, répartition des dépenses de l'État (rémunérations publiques), via masse_salariale_ratios_longs_1990_2025.csv",
2001,masse salariale de l'État,9.04,"ministère des finances, répartition des dépenses de l'État (rémunérations publiques), via masse_salariale_ratios_longs_1990_2025.csv",
2002,masse salariale de l'État,7.57,"ministère des finances, répartition des dépenses de l'État (rémunérations publiques), via masse_salariale_ratios_longs_1990_2025.csv",
2003,masse salariale de l'État,7.71,"ministère des finances, répartition des dépenses de l'État (rémunérations publiques), via masse_salariale_ratios_longs_1990_2025.csv",
2004,masse salariale de l'État,7.17,"ministère des finances, répartition des dépenses de l'État (rémunérations publiques), via masse_salariale_ratios_longs_1990_2025.csv",
2005,masse salariale de l'État,7.96,"ministère des finances, répartition des dépenses de l'État (rémunérations publiques), via masse_salariale_ratios_longs_1990_2025.csv",
2006,masse salariale de l'État,7.42,"ministère des finances, répartition des dépenses de l'État (rémunérations publiques), via masse_salariale_ratios_longs_1990_2025.csv",
2007,masse salariale de l'État,8.03,"ministère des finances, répartition des dépenses de l'État (rémunérations publiques), via masse_salariale_ratios_longs_1990_2025.csv",
2008,masse salariale de l'État,8.14,"ministère des finances, répartition des dépenses de l'État (rémunérations publiques), via masse_salariale_ratios_longs_1990_2025.csv",
2009,masse salariale de l'État,9.33,"ministère des finances, répartition des dépenses de l'État (rémunérations publiques), via masse_salariale_ratios_longs_1990_2025.csv",
2010,masse salariale de l'État,7.72,"ministère des finances, répartition des dépenses de l'État (rémunérations publiques), via masse_salariale_ratios_longs_1990_2025.csv",
2011,masse salariale de l'État,13.18,"ministère des finances, répartition des dépenses de l'État (rémunérations publiques), via masse_salariale_ratios_longs_1990_2025.csv",
2012,masse salariale de l'État,12.71,"ministère des finances, répartition des dépenses de l'État (rémunérations publiques), via masse_salariale_ratios_longs_1990_2025.csv",
2013,masse salariale de l'État,11.0,"ministère des finances, répartition des dépenses de l'État (rémunérations publiques), via masse_salariale_ratios_longs_1990_2025.csv",
2014,masse salariale de l'État,9.71,"ministère des finances, répartition des dépenses de l'État (rémunérations publiques), via masse_salariale_ratios_longs_1990_2025.csv",
2015,masse salariale de l'État,9.87,"ministère des finances, répartition des dépenses de l'État (rémunérations publiques), via masse_salariale_ratios_longs_1990_2025.csv",
2016,masse salariale de l'État,13.66,"ministère des finances, répartition des dépenses de l'État (rémunérations publiques), via masse_salariale_ratios_longs_1990_2025.csv",
2017,masse salariale de l'État,9.03,"ministère des finances, répartition des dépenses de l'État (rémunérations publiques), via masse_salariale_ratios_longs_1990_2025.csv",
2018,masse salariale de l'État,2.95,"ministère des finances, répartition des dépenses de l'État (rémunérations publiques), via masse_salariale_ratios_longs_1990_2025.csv",
2019,masse salariale de l'État,13.46,"ministère des finances, répartition des dépenses de l'État (rémunérations publiques), via masse_salariale_ratios_longs_1990_2025.csv",
2020,masse salariale de l'État,14.52,"ministère des finances, répartition des dépenses de l'État (rémunérations publiques), via masse_salariale_ratios_longs_1990_2025.csv",
2021,masse salariale de l'État,5.08,"ministère des finances, répartition des dépenses de l'État (rémunérations publiques), via masse_salariale_ratios_longs_1990_2025.csv",
2022,masse salariale de l'État,4.7,"ministère des finances, répartition des dépenses de l'État (rémunérations publiques), via masse_salariale_ratios_longs_1990_2025.csv",
2023,masse salariale de l'État,2.71,"ministère des finances, répartition des dépenses de l'État (rémunérations publiques), via masse_salariale_ratios_longs_1990_2025.csv",
2024,masse salariale de l'État,2.63,"ministère des finances, répartition des dépenses de l'État (rémunérations publiques), via masse_salariale_ratios_longs_1990_2025.csv",
2025,masse salariale de l'État,4.52,"ministère des finances, répartition des dépenses de l'État (rémunérations publiques), via masse_salariale_ratios_longs_1990_2025.csv",
1963,prix à la consommation,2.5,"1962 : rapport annuel BCT 1963 : base de l'indice ; 1963 : rapport annuel BCT 1964 : tableau : 102,5 → 107,0, + 4,1 %",
1964,prix à la consommation,4.39,"1963 : rapport annuel BCT 1964 : tableau : 102,5 → 107,0, + 4,1 % ; 1964 : rapport annuel BCT 1965 : « passé de 107 en 1964 à 114,1 en 1965 »",
1965,prix à la consommation,6.63,"1964 : rapport annuel BCT 1965 : « passé de 107 en 1964 à 114,1 en 1965 » ; 1965 : rapport annuel BCT 1966 : « passant de 114,1 en 1965 (moyenne mensuelle) à 118,6 en 1966 »",
1966,prix à la consommation,3.86,"1965 : rapport annuel BCT 1966 : « passant de 114,1 en 1965 (moyenne mensuelle) à 118,6 en 1966 » ; 1966 : rapport annuel BCT 1967 : « passant de 118,5 en 1966 (moyenne mensuelle) à 122,0 en 1967 »",
1967,prix à la consommation,2.95,"1966 : rapport annuel BCT 1967 : « passant de 118,5 en 1966 (moyenne mensuelle) à 122,0 en 1967 » ; 1967 : rapport annuel BCT 1968 : tableau : 122,0 → 125,0, + 2,4 %",
1968,prix à la consommation,2.45,"1967 : rapport annuel BCT 1968 : tableau : 122,0 → 125,0, + 2,4 % ; 1968 : rapport annuel BCT 1968 : tableau : « 12S,O », lu 125,0 ; + 2,4 % sur 122,0",
1969,prix à la consommation,4.17,"1968 : rapport annuel BCT 1968 : tableau : « 12S,O », lu 125,0 ; + 2,4 % sur 122,0 ; 1969 : rapport annuel BCT 1970 : « passant de 130,2 à 131,6 », + 4,1 % en 1969",
1970,prix à la consommation,1.07,"1969 : rapport annuel BCT 1970 : « passant de 130,2 à 131,6 », + 4,1 % en 1969 ; 1970 : rapport annuel BCT 1974 : base de l'indice",raccord des bases 1962 et 1970
1971,prix à la consommation,6.0,"1970 : rapport annuel BCT 1974 : base de l'indice ; 1971 : rapport annuel BCT 1974 : tableau 1970-1974 : 100,0 106,0 108,0 113,1 117,7",
1972,prix à la consommation,1.89,"1971 : rapport annuel BCT 1974 : tableau 1970-1974 : 100,0 106,0 108,0 113,1 117,7 ; 1972 : rapport annuel BCT 1974 : même tableau",
1973,prix à la consommation,4.72,"1972 : rapport annuel BCT 1974 : même tableau ; 1973 : rapport annuel BCT 1974 : même tableau ; le rapport 1973 donnait 112,7",
1974,prix à la consommation,4.07,"1973 : rapport annuel BCT 1974 : même tableau ; le rapport 1973 donnait 112,7 ; 1974 : rapport annuel BCT 1975 : « passé de 117,7 points en 1974 à 128,9 points en 1975 »",
1975,prix à la consommation,9.52,"1974 : rapport annuel BCT 1975 : « passé de 117,7 points en 1974 à 128,9 points en 1975 » ; 1975 : rapport annuel BCT 1975 : même phrase, + 9,5 %",
1976,prix à la consommation,5.35,"1975 : rapport annuel BCT 1975 : même phrase, + 9,5 % ; 1976 : annuaire statistique 1995-2001, tableau 13.7",
1977,prix à la consommation,6.7,"annuaire statistique 1995-2001, tableau 13.7",
1978,prix à la consommation,5.59,"annuaire statistique 1995-2001, tableau 13.7",
1979,prix à la consommation,8.43,"annuaire statistique 1995-2001, tableau 13.7",
1980,prix à la consommation,8.92,"annuaire statistique 1995-2001, tableau 13.7",
1981,prix à la consommation,9.3,"annuaire statistique 1995-2001, tableau 13.7",
1982,prix à la consommation,14.08,"annuaire statistique 1995-2001, tableau 13.7",
1983,prix à la consommation,9.54,"1982 : annuaire statistique 1995-2001, tableau 13.7 ; 1983 : annuaire statistique 1998-2002, tableau 13.7",
1984,prix à la consommation,8.59,"1983 : annuaire statistique 1998-2002, tableau 13.7 ; 1984 : annuaire statistique 1999-2003, tableau 13.7",
1985,prix à la consommation,7.46,"annuaire statistique 1999-2003, tableau 13.7",
1986,prix à la consommation,6.25,"annuaire statistique 1999-2003, tableau 13.7",
1987,prix à la consommation,8.14,"annuaire statistique 1999-2003, tableau 13.7",
1988,prix à la consommation,7.22,"annuaire statistique 1999-2003, tableau 13.7",
1989,prix à la consommation,7.72,"annuaire statistique 1999-2003, tableau 13.7",
1990,prix à la consommation,6.59,"annuaire statistique 1999-2003, tableau 13.7",
1991,prix à la consommation,7.76,"annuaire statistique 1999-2003, tableau 13.7",
1992,prix à la consommation,5.56,"annuaire statistique 1999-2003, tableau 13.7",
1993,prix à la consommation,4.21,"annuaire statistique 1999-2003, tableau 13.7",
1994,prix à la consommation,4.47,"annuaire statistique 1999-2003, tableau 13.7",
1995,prix à la consommation,6.24,"annuaire statistique 1999-2003, tableau 13.7",
1996,prix à la consommation,3.71,"annuaire statistique 1999-2003, tableau 13.7",
1997,prix à la consommation,3.71,"annuaire statistique 1999-2003, tableau 13.7",
1998,prix à la consommation,3.12,"annuaire statistique 1999-2003, tableau 13.7",
1999,prix à la consommation,2.69,"1998 : annuaire statistique 1999-2003, tableau 13.7 ; 1999 : annuaire statistique 2019-2023, tableau 13.6",
2000,prix à la consommation,2.92,"annuaire statistique 2019-2023, tableau 13.6",
2001,prix à la consommation,1.94,"annuaire statistique 2019-2023, tableau 13.6",
2002,prix à la consommation,2.83,"annuaire statistique 2019-2023, tableau 13.6",
2003,prix à la consommation,2.72,"annuaire statistique 2019-2023, tableau 13.6",
2004,prix à la consommation,3.62,"annuaire statistique 2019-2023, tableau 13.6",
2005,prix à la consommation,2.04,"annuaire statistique 2019-2023, tableau 13.6",
2006,prix à la consommation,4.15,"annuaire statistique 2019-2023, tableau 13.6",
2007,prix à la consommation,3.44,"annuaire statistique 2019-2023, tableau 13.6",
2008,prix à la consommation,4.91,"annuaire statistique 2019-2023, tableau 13.6",
2009,prix à la consommation,3.54,"annuaire statistique 2019-2023, tableau 13.6",
2010,prix à la consommation,4.41,"annuaire statistique 2019-2023, tableau 13.6",
2011,prix à la consommation,3.54,"annuaire statistique 2019-2023, tableau 13.6",
2012,prix à la consommation,5.56,"annuaire statistique 2019-2023, tableau 13.6",
2013,prix à la consommation,6.11,"annuaire statistique 2019-2023, tableau 13.6",
2014,prix à la consommation,5.48,"annuaire statistique 2019-2023, tableau 13.6",
2015,prix à la consommation,4.72,"annuaire statistique 2019-2023, tableau 13.6",
2016,prix à la consommation,3.72,"annuaire statistique 2019-2023, tableau 13.6",
2017,prix à la consommation,5.32,"annuaire statistique 2019-2023, tableau 13.6",
2018,prix à la consommation,7.46,"annuaire statistique 2019-2023, tableau 13.6",
2019,prix à la consommation,6.8,"annuaire statistique 2019-2023, tableau 13.6",
2020,prix à la consommation,5.64,"annuaire statistique 2019-2023, tableau 13.6",
2021,prix à la consommation,5.71,"annuaire statistique 2019-2023, tableau 13.6",
2022,prix à la consommation,8.31,"annuaire statistique 2019-2023, tableau 13.6",
2023,prix à la consommation,9.33,"annuaire statistique 2019-2023, tableau 13.6",
1993,rémunération des salariés,8.56,"UNdata, SNA tableau 4.1, série 30 (SCN 1968, base 1983), rémunération versée par les résidents (données INS transmises à l'ONU)",
1994,rémunération des salariés,8.02,"UNdata, SNA tableau 4.1, série 30 (SCN 1968, base 1983), rémunération versée par les résidents (données INS transmises à l'ONU)",
1995,rémunération des salariés,10.53,"UNdata, SNA tableau 4.1, série 30 (SCN 1968, base 1983), rémunération versée par les résidents (données INS transmises à l'ONU)",
1996,rémunération des salariés,8.41,"UNdata, SNA tableau 4.1, série 30 (SCN 1968, base 1983), rémunération versée par les résidents (données INS transmises à l'ONU)",
1997,rémunération des salariés,10.52,"UNdata, SNA tableau 4.1, série 30 (SCN 1968, base 1983), rémunération versée par les résidents (données INS transmises à l'ONU)",
1998,rémunération des salariés,7.82,"UNdata, SNA tableau 4.1, série 100 (SCN 1993, base 1997), rémunération versée par les résidents (données INS transmises à l'ONU)",
1999,rémunération des salariés,8.6,"UNdata, SNA tableau 4.1, série 100 (SCN 1993, base 1997), rémunération versée par les résidents (données INS transmises à l'ONU)",
2000,rémunération des salariés,7.67,"UNdata, SNA tableau 4.1, série 100 (SCN 1993, base 1997), rémunération versée par les résidents (données INS transmises à l'ONU)",
2001,rémunération des salariés,8.81,"UNdata, SNA tableau 4.1, série 100 (SCN 1993, base 1997), rémunération versée par les résidents (données INS transmises à l'ONU)",
2002,rémunération des salariés,5.82,"INS, Les comptes de la nation, édition 2001-2005",
2003,rémunération des salariés,6.43,"INS, Les comptes de la nation, édition 2002-2006",
2004,rémunération des salariés,8.23,"INS, Les comptes de la nation, édition 2003-2007",
2005,rémunération des salariés,7.51,"INS, Les comptes de la nation, édition 2002-2006",
2006,rémunération des salariés,8.41,"INS, Les comptes de la nation, édition 2005-2009",
2007,rémunération des salariés,10.93,"INS, Les comptes de la nation, édition 2006-2010",
2008,rémunération des salariés,10.83,"INS, Les comptes de la nation, édition 2007-2011",
2009,rémunération des salariés,6.18,"INS, Les comptes de la nation, édition 2008-2012",
2010,rémunération des salariés,9.3,"INS, Les comptes de la nation, édition 2007-2011",
2011,rémunération des salariés,8.21,"INS, Les comptes de la nation, édition 2007-2011",
2012,rémunération des salariés,7.17,"INS, Les comptes de la nation, édition 2011-2015",
2013,rémunération des salariés,7.21,"INS, Les comptes de la nation, édition 2012-2016",
2014,rémunération des salariés,7.6,"INS, Les comptes de la nation, édition 2013-2017",
2015,rémunération des salariés,7.39,"INS, Les comptes de la nation, édition 2013-2017",
2016,rémunération des salariés,6.96,"INS, Les comptes de la nation, édition 2015-2020",
2017,rémunération des salariés,10.1,"INS, Les comptes de la nation, édition 2015-2020",
2018,rémunération des salariés,7.38,"INS, Les comptes de la nation, édition 2017-2021",
2019,rémunération des salariés,6.01,"INS, Les comptes de la nation, édition 2018-2022",
2020,rémunération des salariés,8.12,"INS, Les comptes de la nation, édition 2019-2023",
2021,rémunération des salariés,7.82,"INS, Les comptes de la nation, édition 2020-2024",
2022,rémunération des salariés,7.98,"INS, Les comptes de la nation, édition 2021-2025",
2023,rémunération des salariés,10.06,"INS, Les comptes de la nation, édition 2021-2025",
2024,rémunération des salariés,5.87,"INS, Les comptes de la nation, édition 2021-2025",
2025,rémunération des salariés,4.66,"INS, Les comptes de la nation, édition 2021-2025",provisoire
2013,rémunération hors administration centrale par salarié hors fonction publique,1.49,"numérateur : INS, Les comptes de la nation, édition 2012-2016, rémunération des salariés du tableau de synthèse (opérations de répartition) moins ceux des comptes de l'administration centrale (compte d'exploitation) ; dénominateur : emploi total (BCT) × part des salariés (Banque mondiale, WDI SL.EMP.WORK.ZS, API téléchargée le 2026-09-21), moins les effectifs de la fonction publique (INS, tableau 1 et annexes 2012-2014)",part des salariés modélisée par le BIT
2014,rémunération hors administration centrale par salarié hors fonction publique,5.14,"numérateur : INS, Les comptes de la nation, édition 2013-2017, rémunération des salariés du tableau de synthèse (opérations de répartition) moins ceux des comptes de l'administration centrale (compte d'exploitation) ; dénominateur : emploi total (BCT) × part des salariés (Banque mondiale, WDI SL.EMP.WORK.ZS, API téléchargée le 2026-09-21), moins les effectifs de la fonction publique (INS, tableau 1 et annexes 2012-2014)",part des salariés modélisée par le BIT
2015,rémunération hors administration centrale par salarié hors fonction publique,9.52,"numérateur : INS, Les comptes de la nation, édition 2013-2017, rémunération des salariés du tableau de synthèse (opérations de répartition) moins ceux des comptes de l'administration centrale (compte d'exploitation) ; dénominateur : emploi total (BCT) × part des salariés (Banque mondiale, WDI SL.EMP.WORK.ZS, API téléchargée le 2026-09-21), moins les effectifs de la fonction publique (INS, tableau 1 et annexes 2012-2014)",part des salariés modélisée par le BIT
2016,rémunération hors administration centrale par salarié hors fonction publique,4.14,"numérateur : INS, Les comptes de la nation, édition 2015-2020, rémunération des salariés du tableau de synthèse (opérations de répartition) moins ceux des comptes de l'administration centrale (compte d'exploitation) ; dénominateur : emploi total (BCT) × part des salariés (Banque mondiale, WDI SL.EMP.WORK.ZS, API téléchargée le 2026-09-21), moins les effectifs de la fonction publique (INS, tableau 1 et annexes 2012-2014)",part des salariés modélisée par le BIT
2017,rémunération hors administration centrale par salarié hors fonction publique,5.61,"numérateur : INS, Les comptes de la nation, édition 2015-2020, rémunération des salariés du tableau de synthèse (opérations de répartition) moins ceux des comptes de l'administration centrale (compte d'exploitation) ; dénominateur : emploi total (BCT) × part des salariés (Banque mondiale, WDI SL.EMP.WORK.ZS, API téléchargée le 2026-09-21), moins les effectifs de la fonction publique (INS, tableau 1 et annexes 2012-2014)",part des salariés modélisée par le BIT
2018,rémunération hors administration centrale par salarié hors fonction publique,9.56,"numérateur : INS, Les comptes de la nation, édition 2017-2021, rémunération des salariés du tableau de synthèse (opérations de répartition) moins ceux des comptes de l'administration centrale (compte d'exploitation) ; dénominateur : emploi total (BCT) × part des salariés (Banque mondiale, WDI SL.EMP.WORK.ZS, API téléchargée le 2026-09-21), moins les effectifs de la fonction publique (INS, tableau 1 et annexes 2012-2014)",part des salariés modélisée par le BIT
2019,rémunération hors administration centrale par salarié hors fonction publique,2.84,"numérateur : INS, Les comptes de la nation, édition 2018-2022, rémunération des salariés du tableau de synthèse (opérations de répartition) moins ceux des comptes de l'administration centrale (compte d'exploitation) ; dénominateur : emploi total (BCT) × part des salariés (Banque mondiale, WDI SL.EMP.WORK.ZS, API téléchargée le 2026-09-21), moins les effectifs de la fonction publique (INS, tableau 1 et annexes 2012-2014)",part des salariés modélisée par le BIT
2020,rémunération hors administration centrale par salarié hors fonction publique,9.64,"numérateur : INS, Les comptes de la nation, édition 2019-2023, rémunération des salariés du tableau de synthèse (opérations de répartition) moins ceux des comptes de l'administration centrale (compte d'exploitation) ; dénominateur : emploi total (BCT) × part des salariés (Banque mondiale, WDI SL.EMP.WORK.ZS, API téléchargée le 2026-09-21), moins les effectifs de la fonction publique (INS, tableau 1 et annexes 2012-2014)",part des salariés modélisée par le BIT
2021,rémunération hors administration centrale par salarié hors fonction publique,6.08,"numérateur : INS, Les comptes de la nation, édition 2020-2024, rémunération des salariés du tableau de synthèse (opérations de répartition) moins ceux des comptes de l'administration centrale (compte d'exploitation) ; dénominateur : emploi total (BCT) × part des salariés (Banque mondiale, WDI SL.EMP.WORK.ZS, API téléchargée le 2026-09-21), moins les effectifs de la fonction publique (INS, tableau 1 et annexes 2012-2014)",part des salariés modélisée par le BIT
2013,rémunération hors État par salarié hors fonction publique,1.16,"numérateur : INS, Les comptes de la nation, édition 2012-2016, moins la masse salariale de l'État (ministère des finances) ; dénominateur : emploi total (BCT) × part des salariés (Banque mondiale, WDI SL.EMP.WORK.ZS, API téléchargée le 2026-09-21), moins les effectifs de la fonction publique (INS, tableau 1 et annexes 2012-2014)",part des salariés modélisée par le BIT
2014,rémunération hors État par salarié hors fonction publique,5.23,"numérateur : INS, Les comptes de la nation, édition 2013-2017, moins la masse salariale de l'État (ministère des finances) ; dénominateur : emploi total (BCT) × part des salariés (Banque mondiale, WDI SL.EMP.WORK.ZS, API téléchargée le 2026-09-21), moins les effectifs de la fonction publique (INS, tableau 1 et annexes 2012-2014)",part des salariés modélisée par le BIT
2015,rémunération hors État par salarié hors fonction publique,8.96,"numérateur : INS, Les comptes de la nation, édition 2013-2017, moins la masse salariale de l'État (ministère des finances) ; dénominateur : emploi total (BCT) × part des salariés (Banque mondiale, WDI SL.EMP.WORK.ZS, API téléchargée le 2026-09-21), moins les effectifs de la fonction publique (INS, tableau 1 et annexes 2012-2014)",part des salariés modélisée par le BIT
2016,rémunération hors État par salarié hors fonction publique,3.91,"numérateur : INS, Les comptes de la nation, édition 2015-2020, moins la masse salariale de l'État (ministère des finances) ; dénominateur : emploi total (BCT) × part des salariés (Banque mondiale, WDI SL.EMP.WORK.ZS, API téléchargée le 2026-09-21), moins les effectifs de la fonction publique (INS, tableau 1 et annexes 2012-2014)",part des salariés modélisée par le BIT
2017,rémunération hors État par salarié hors fonction publique,5.98,"numérateur : INS, Les comptes de la nation, édition 2015-2020, moins la masse salariale de l'État (ministère des finances) ; dénominateur : emploi total (BCT) × part des salariés (Banque mondiale, WDI SL.EMP.WORK.ZS, API téléchargée le 2026-09-21), moins les effectifs de la fonction publique (INS, tableau 1 et annexes 2012-2014)",part des salariés modélisée par le BIT
2018,rémunération hors État par salarié hors fonction publique,10.68,"numérateur : INS, Les comptes de la nation, édition 2017-2021, moins la masse salariale de l'État (ministère des finances) ; dénominateur : emploi total (BCT) × part des salariés (Banque mondiale, WDI SL.EMP.WORK.ZS, API téléchargée le 2026-09-21), moins les effectifs de la fonction publique (INS, tableau 1 et annexes 2012-2014)",part des salariés modélisée par le BIT
2019,rémunération hors État par salarié hors fonction publique,2.07,"numérateur : INS, Les comptes de la nation, édition 2018-2022, moins la masse salariale de l'État (ministère des finances) ; dénominateur : emploi total (BCT) × part des salariés (Banque mondiale, WDI SL.EMP.WORK.ZS, API téléchargée le 2026-09-21), moins les effectifs de la fonction publique (INS, tableau 1 et annexes 2012-2014)",part des salariés modélisée par le BIT
2020,rémunération hors État par salarié hors fonction publique,9.33,"numérateur : INS, Les comptes de la nation, édition 2019-2023, moins la masse salariale de l'État (ministère des finances) ; dénominateur : emploi total (BCT) × part des salariés (Banque mondiale, WDI SL.EMP.WORK.ZS, API téléchargée le 2026-09-21), moins les effectifs de la fonction publique (INS, tableau 1 et annexes 2012-2014)",part des salariés modélisée par le BIT
2021,rémunération hors État par salarié hors fonction publique,6.5,"numérateur : INS, Les comptes de la nation, édition 2020-2024, moins la masse salariale de l'État (ministère des finances) ; dénominateur : emploi total (BCT) × part des salariés (Banque mondiale, WDI SL.EMP.WORK.ZS, API téléchargée le 2026-09-21), moins les effectifs de la fonction publique (INS, tableau 1 et annexes 2012-2014)",part des salariés modélisée par le BIT
2000,rémunération par salarié,5.52,"UNdata, SNA tableau 4.1, série 100 (SCN 1993, base 1997), rémunération versée par les résidents (données INS transmises à l'ONU) / INS, enquête nationale sur la population et l'emploi, rapport 2005, tableau 27",
