rapport,code,impot,forme,libelle,annee,montant_MDT,valorise,libelle_fr,forme_fr
LF2021,223300404,tva,Exonération,Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des appareils destinés à l'usage des handicapés physiques,2019,31.682,True,Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des appareils destinés à l'usage des handicapés physiques,Exonération
LF2021,223300405,tva,Exonération,Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des appareils et filtres d'hémodialyse,2017,2.626,True,Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des appareils et filtres d'hémodialyse,Exonération
LF2021,223300405,tva,Exonération,Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des appareils et filtres d'hémodialyse,2018,5.221,True,Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des appareils et filtres d'hémodialyse,Exonération
LF2021,223300405,tva,Exonération,Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des appareils et filtres d'hémodialyse,2019,5.347,True,Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des appareils et filtres d'hémodialyse,Exonération
LF2021,223300406,tva,Exonération,Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local au titre de certains articles nécessaires pour les malades du cancer du sein,2017,,False,Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local au titre de certains articles nécessaires pour les malades du cancer du sein,Exonération
LF2021,223300406,tva,Exonération,Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local au titre de certains articles nécessaires pour les malades du cancer du sein,2018,,False,Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local au titre de certains articles nécessaires pour les malades du cancer du sein,Exonération
LF2021,223300406,tva,Exonération,Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local au titre de certains articles nécessaires pour les malades du cancer du sein,2019,0.021,True,Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local au titre de certains articles nécessaires pour les malades du cancer du sein,Exonération
LF2021,223300407,tva,Exonération,Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des articles utilisés dans le secteur agricole,2017,0.158,True,Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des articles utilisés dans le secteur agricole,Exonération
LF2021,223300407,tva,Exonération,Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des articles utilisés dans le secteur agricole,2018,1.064,True,Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des articles utilisés dans le secteur agricole,Exonération
LF2021,223300407,tva,Exonération,Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des articles utilisés dans le secteur agricole,2019,0.311,True,Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des articles utilisés dans le secteur agricole,Exonération
LF2021,223300408,tva,Exonération,Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des matériels et équipements destinés à l'agriculture et la pêche,2017,18.167,True,Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des matériels et équipements destinés à l'agriculture et la pêche,Exonération
LF2021,223300408,tva,Exonération,Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des matériels et équipements destinés à l'agriculture et la pêche,2018,23.491,True,Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des matériels et équipements destinés à l'agriculture et la pêche,Exonération
LF2021,223300408,tva,Exonération,Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des matériels et équipements destinés à l'agriculture et la pêche,2019,21.103,True,Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des matériels et équipements destinés à l'agriculture et la pêche,Exonération
LF2021,223300409,tva,Exonération,"Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des insecticides, anti-rongeurs, fongicides, herbicides, inhibiteurs de germination et régulateurs de croissance pour plantes, désinfectants et produits similaires ainsi que leurs intrants y compris les emballages destinés à leurs fabrication et à être utilisés principalement dans l’agriculture",2017,21.229,True,"Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des insecticides, anti-rongeurs, fongicides, herbicides, inhibiteurs de germination et régulateurs de croissance pour plantes, désinfectants et produits similaires ainsi que leurs intrants y compris les emballages destinés à leurs fabrication et à être utilisés principalement dans l’agriculture",Exonération
LF2021,223300409,tva,Exonération,"Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des insecticides, anti-rongeurs, fongicides, herbicides, inhibiteurs de germination et régulateurs de croissance pour plantes, désinfectants et produits similaires ainsi que leurs intrants y compris les emballages destinés à leurs fabrication et à être utilisés principalement dans l’agriculture",2018,33.916,True,"Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des insecticides, anti-rongeurs, fongicides, herbicides, inhibiteurs de germination et régulateurs de croissance pour plantes, désinfectants et produits similaires ainsi que leurs intrants y compris les emballages destinés à leurs fabrication et à être utilisés principalement dans l’agriculture",Exonération
LF2021,223300409,tva,Exonération,"Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des insecticides, anti-rongeurs, fongicides, herbicides, inhibiteurs de germination et régulateurs de croissance pour plantes, désinfectants et produits similaires ainsi que leurs intrants y compris les emballages destinés à leurs fabrication et à être utilisés principalement dans l’agriculture",2019,38.747,True,"Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des insecticides, anti-rongeurs, fongicides, herbicides, inhibiteurs de germination et régulateurs de croissance pour plantes, désinfectants et produits similaires ainsi que leurs intrants y compris les emballages destinés à leurs fabrication et à être utilisés principalement dans l’agriculture",Exonération
LF2021,223300410,tva,Exonération,Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des plants et semences,2017,8.374,True,Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des plants et semences,Exonération
LF2021,223300410,tva,Exonération,Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des plants et semences,2018,11.715,True,Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des plants et semences,Exonération
LF2021,223300410,tva,Exonération,Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des plants et semences,2019,11.054,True,Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des plants et semences,Exonération
LF2021,223300411,tva,Exonération,Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des monnaies et des timbres postaux et des timbres fiscaux,2017,0.0,True,Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des monnaies et des timbres postaux et des timbres fiscaux,Exonération
LF2021,223300411,tva,Exonération,Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des monnaies et des timbres postaux et des timbres fiscaux,2018,0.0,True,Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des monnaies et des timbres postaux et des timbres fiscaux,Exonération
LF2021,223300411,tva,Exonération,Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des monnaies et des timbres postaux et des timbres fiscaux,2019,0.0,True,Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des monnaies et des timbres postaux et des timbres fiscaux,Exonération
LF2021,223300412,tva,Exonération,"Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des livres, brochures et imprimés similaires, des journaux et publications périodiques",2017,6.157,True,"Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des livres, brochures et imprimés similaires, des journaux et publications périodiques",Exonération
LF2021,223300412,tva,Exonération,"Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des livres, brochures et imprimés similaires, des journaux et publications périodiques",2018,6.062,True,"Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des livres, brochures et imprimés similaires, des journaux et publications périodiques",Exonération
LF2021,223300412,tva,Exonération,"Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des livres, brochures et imprimés similaires, des journaux et publications périodiques",2019,6.723,True,"Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des livres, brochures et imprimés similaires, des journaux et publications périodiques",Exonération
LF2021,223300413,tva,Exonération,"Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des Articles destinés à l’impression des livres, journaux, périodiques, dépliants et brochures touristiques",2017,0.064,True,"Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des Articles destinés à l’impression des livres, journaux, périodiques, dépliants et brochures touristiques",Exonération
LF2021,223300413,tva,Exonération,"Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des Articles destinés à l’impression des livres, journaux, périodiques, dépliants et brochures touristiques",2018,0.078,True,"Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des Articles destinés à l’impression des livres, journaux, périodiques, dépliants et brochures touristiques",Exonération
LF2021,223300413,tva,Exonération,"Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des Articles destinés à l’impression des livres, journaux, périodiques, dépliants et brochures touristiques",2019,0.084,True,"Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des Articles destinés à l’impression des livres, journaux, périodiques, dépliants et brochures touristiques",Exonération
LF2021,223300414,tva,Exonération,Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local du papier destiné à l’impression des journaux,2017,1.57,True,Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local du papier destiné à l’impression des journaux,Exonération
LF2021,223300414,tva,Exonération,Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local du papier destiné à l’impression des journaux,2018,1.796,True,Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local du papier destiné à l’impression des journaux,Exonération
LF2021,223300414,tva,Exonération,Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local du papier destiné à l’impression des journaux,2019,1.445,True,Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local du papier destiné à l’impression des journaux,Exonération
LF2021,223300415,tva,Exonération,"Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des équipements, matériels et produits nécessaires pour la culture, le sport et l’animation socio-éducative",2017,2.211,True,"Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des équipements, matériels et produits nécessaires pour la culture, le sport et l’animation socio-éducative",Exonération
LF2021,223300415,tva,Exonération,"Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des équipements, matériels et produits nécessaires pour la culture, le sport et l’animation socio-éducative",2018,3.845,True,"Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des équipements, matériels et produits nécessaires pour la culture, le sport et l’animation socio-éducative",Exonération
LF2021,223300415,tva,Exonération,"Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des équipements, matériels et produits nécessaires pour la culture, le sport et l’animation socio-éducative",2019,1.855,True,"Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des équipements, matériels et produits nécessaires pour la culture, le sport et l’animation socio-éducative",Exonération
LF2021,223300416,tva,Exonération,"Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des équipements, matériels, produits et articles servant à la réalisation des forages et des sondages ainsi que leurs parties et pièces détachées",2017,1.682,True,"Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des équipements, matériels, produits et articles servant à la réalisation des forages et des sondages ainsi que leurs parties et pièces détachées",Exonération
LF2021,223300416,tva,Exonération,"Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des équipements, matériels, produits et articles servant à la réalisation des forages et des sondages ainsi que leurs parties et pièces détachées",2018,0.725,True,"Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des équipements, matériels, produits et articles servant à la réalisation des forages et des sondages ainsi que leurs parties et pièces détachées",Exonération
LF2021,223300416,tva,Exonération,"Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des équipements, matériels, produits et articles servant à la réalisation des forages et des sondages ainsi que leurs parties et pièces détachées",2019,1.444,True,"Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des équipements, matériels, produits et articles servant à la réalisation des forages et des sondages ainsi que leurs parties et pièces détachées",Exonération
LF2021,223300417,tva,Exonération,Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des matériels et équipements destinés à la recherche,2017,,False,Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des matériels et équipements destinés à la recherche,Exonération
LF2021,223300417,tva,Exonération,Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des matériels et équipements destinés à la recherche,2018,,False,Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des matériels et équipements destinés à la recherche,Exonération
LF2021,223300417,tva,Exonération,Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des matériels et équipements destinés à la recherche,2019,,False,Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des matériels et équipements destinés à la recherche,Exonération
LF2021,223300418,tva,Exonération,Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des plates formes de forage ou d'exploitations flottantes ou submersibles,2017,0.0,True,Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des plates formes de forage ou d'exploitations flottantes ou submersibles,Exonération
LF2021,223300418,tva,Exonération,Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des plates formes de forage ou d'exploitations flottantes ou submersibles,2018,0.0,True,Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des plates formes de forage ou d'exploitations flottantes ou submersibles,Exonération
LF2021,223300418,tva,Exonération,Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des plates formes de forage ou d'exploitations flottantes ou submersibles,2019,0.0,True,Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des plates formes de forage ou d'exploitations flottantes ou submersibles,Exonération
LF2021,223300419,tva,Exonération,Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des aérodynes destinés aux avions à usage multiple,2017,4.015,True,Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des aérodynes destinés aux avions à usage multiple,Exonération
LF2021,223300419,tva,Exonération,Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des aérodynes destinés aux avions à usage multiple,2018,0.0,True,Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des aérodynes destinés aux avions à usage multiple,Exonération
LF2021,223300419,tva,Exonération,Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des aérodynes destinés aux avions à usage multiple,2019,0.0,True,Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des aérodynes destinés aux avions à usage multiple,Exonération
LF2021,223300420,tva,Exonération,"Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des matériels, des équipements et des véhicules équipés spécialement dans le cadre des services de la sûreté et de la défense",2017,95.214,True,"Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des matériels, des équipements et des véhicules équipés spécialement dans le cadre des services de la sûreté et de la défense",Exonération
LF2021,223300420,tva,Exonération,"Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des matériels, des équipements et des véhicules équipés spécialement dans le cadre des services de la sûreté et de la défense",2018,155.224,True,"Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des matériels, des équipements et des véhicules équipés spécialement dans le cadre des services de la sûreté et de la défense",Exonération
LF2021,223300420,tva,Exonération,"Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des matériels, des équipements et des véhicules équipés spécialement dans le cadre des services de la sûreté et de la défense",2019,59.256,True,"Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des matériels, des équipements et des véhicules équipés spécialement dans le cadre des services de la sûreté et de la défense",Exonération
LF2021,223300421,tva,Exonération,Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des bus destinés au transport des handicapés,2017,0.048,True,Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des bus destinés au transport des handicapés,Exonération
LF2021,223300421,tva,Exonération,Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des bus destinés au transport des handicapés,2018,0.0,True,Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des bus destinés au transport des handicapés,Exonération
LF2021,223300421,tva,Exonération,Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des bus destinés au transport des handicapés,2019,0.0,True,Exonération de la taxe sur la valeur ajoutée à l'importation et à la vente sur le marché local des bus destinés au transport des handicapés,Exonération
LF2021,223300422,tva,Exonération,Exonération de la taxe sur la valeur ajoutée due à l'importation et la vente sur le marché local des véhicules automobiles aménagés spécialement à l'usage des handicapés physiques,2017,0.0,True,Exonération de la taxe sur la valeur ajoutée due à l'importation et la vente sur le marché local des véhicules automobiles aménagés spécialement à l'usage des handicapés physiques,Exonération
LF2021,223300422,tva,Exonération,Exonération de la taxe sur la valeur ajoutée due à l'importation et la vente sur le marché local des véhicules automobiles aménagés spécialement à l'usage des handicapés physiques,2018,0.0,True,Exonération de la taxe sur la valeur ajoutée due à l'importation et la vente sur le marché local des véhicules automobiles aménagés spécialement à l'usage des handicapés physiques,Exonération
LF2021,223300422,tva,Exonération,Exonération de la taxe sur la valeur ajoutée due à l'importation et la vente sur le marché local des véhicules automobiles aménagés spécialement à l'usage des handicapés physiques,2019,0.0,True,Exonération de la taxe sur la valeur ajoutée due à l'importation et la vente sur le marché local des véhicules automobiles aménagés spécialement à l'usage des handicapés physiques,Exonération
LF2021,223300423,tva,Exonération,Exonération de la taxe sur la valeur ajoutée à l'importation des animaux reproducteurs de race pure,2017,0.407,True,Exonération de la taxe sur la valeur ajoutée à l'importation des animaux reproducteurs de race pure,Exonération
LF2021,223300423,tva,Exonération,Exonération de la taxe sur la valeur ajoutée à l'importation des animaux reproducteurs de race pure,2018,1.099,True,Exonération de la taxe sur la valeur ajoutée à l'importation des animaux reproducteurs de race pure,Exonération
LF2021,223300423,tva,Exonération,Exonération de la taxe sur la valeur ajoutée à l'importation des animaux reproducteurs de race pure,2019,1.614,True,Exonération de la taxe sur la valeur ajoutée à l'importation des animaux reproducteurs de race pure,Exonération
LF2021,223300424,tva,Exonération,"Exonération de la taxe sur la valeur ajoutée due à l'importation et la vente sur le marché local des monnaies, produits de",2017,90.145,True,"Exonération de la taxe sur la valeur ajoutée due à l'importation et la vente sur le marché local des monnaies, produits de",Exonération
LF2021,223300424,tva,Exonération,"Exonération de la taxe sur la valeur ajoutée due à l'importation et la vente sur le marché local des monnaies, produits de",2018,44.45,True,"Exonération de la taxe sur la valeur ajoutée due à l'importation et la vente sur le marché local des monnaies, produits de",Exonération
LF2021,223300424,tva,Exonération,"Exonération de la taxe sur la valeur ajoutée due à l'importation et la vente sur le marché local des monnaies, produits de",2019,12.543,True,"Exonération de la taxe sur la valeur ajoutée due à l'importation et la vente sur le marché local des monnaies, produits de",Exonération
LF2021,223300425,tva,Exonération,Exonération de la taxe sur la valeur ajoutée due à la vente sur le marché local des pâtes alimentaires,2017,,False,Exonération de la taxe sur la valeur ajoutée due à la vente sur le marché local des pâtes alimentaires,Exonération
LF2021,223300425,tva,Exonération,Exonération de la taxe sur la valeur ajoutée due à la vente sur le marché local des pâtes alimentaires,2018,,False,Exonération de la taxe sur la valeur ajoutée due à la vente sur le marché local des pâtes alimentaires,Exonération
LF2021,223300425,tva,Exonération,Exonération de la taxe sur la valeur ajoutée due à la vente sur le marché local des pâtes alimentaires,2019,,False,Exonération de la taxe sur la valeur ajoutée due à la vente sur le marché local des pâtes alimentaires,Exonération
LF2021,223300426,tva,Exonération,Exonération de la taxe sur la valeur ajoutée due à la vente des aliments fourragers,2017,,False,Exonération de la taxe sur la valeur ajoutée due à la vente des aliments fourragers,Exonération
LF2021,223300426,tva,Exonération,Exonération de la taxe sur la valeur ajoutée due à la vente des aliments fourragers,2018,,False,Exonération de la taxe sur la valeur ajoutée due à la vente des aliments fourragers,Exonération
LF2021,223300426,tva,Exonération,Exonération de la taxe sur la valeur ajoutée due à la vente des aliments fourragers,2019,,False,Exonération de la taxe sur la valeur ajoutée due à la vente des aliments fourragers,Exonération
LF2021,223300427,tva,Exonération,Exonération de la taxe sur la valeur ajoutée due à la vente du huile d'olive,2017,,False,Exonération de la taxe sur la valeur ajoutée due à la vente du huile d'olive,Exonération
LF2021,223300427,tva,Exonération,Exonération de la taxe sur la valeur ajoutée due à la vente du huile d'olive,2018,,False,Exonération de la taxe sur la valeur ajoutée due à la vente du huile d'olive,Exonération
LF2021,223300427,tva,Exonération,Exonération de la taxe sur la valeur ajoutée due à la vente du huile d'olive,2019,,False,Exonération de la taxe sur la valeur ajoutée due à la vente du huile d'olive,Exonération
LF2021,223300428,tva,Exonération,Exonération de la taxe sur la valeur ajoutée due à la vente des Huiles végétales raffinées,2017,,False,Exonération de la taxe sur la valeur ajoutée due à la vente des Huiles végétales raffinées,Exonération
LF2021,223300428,tva,Exonération,Exonération de la taxe sur la valeur ajoutée due à la vente des Huiles végétales raffinées,2018,,False,Exonération de la taxe sur la valeur ajoutée due à la vente des Huiles végétales raffinées,Exonération
LF2021,223300428,tva,Exonération,Exonération de la taxe sur la valeur ajoutée due à la vente des Huiles végétales raffinées,2019,,False,Exonération de la taxe sur la valeur ajoutée due à la vente des Huiles végétales raffinées,Exonération
LF2021,223300429,tva,Exonération,Exonération de la taxe sur la valeur ajoutée due à la vente des hydrocarbures liquides et gazeux,2017,,False,Exonération de la taxe sur la valeur ajoutée due à la vente des hydrocarbures liquides et gazeux,Exonération
LF2021,223300429,tva,Exonération,Exonération de la taxe sur la valeur ajoutée due à la vente des hydrocarbures liquides et gazeux,2018,,False,Exonération de la taxe sur la valeur ajoutée due à la vente des hydrocarbures liquides et gazeux,Exonération
LF2021,223300429,tva,Exonération,Exonération de la taxe sur la valeur ajoutée due à la vente des hydrocarbures liquides et gazeux,2019,,False,Exonération de la taxe sur la valeur ajoutée due à la vente des hydrocarbures liquides et gazeux,Exonération
LF2021,223300430,tva,Exonération,Exonération de la taxe sur la valeur ajoutée due à la vente des produits destinés aux entreprises pétrolières,2017,,False,Exonération de la taxe sur la valeur ajoutée due à la vente des produits destinés aux entreprises pétrolières,Exonération
LF2021,223300430,tva,Exonération,Exonération de la taxe sur la valeur ajoutée due à la vente des produits destinés aux entreprises pétrolières,2018,,False,Exonération de la taxe sur la valeur ajoutée due à la vente des produits destinés aux entreprises pétrolières,Exonération
LF2021,223300430,tva,Exonération,Exonération de la taxe sur la valeur ajoutée due à la vente des produits destinés aux entreprises pétrolières,2019,,False,Exonération de la taxe sur la valeur ajoutée due à la vente des produits destinés aux entreprises pétrolières,Exonération
LF2021,223300431,tva,Exonération,"Exonération de la taxe sur la valeur ajoutée due à la vente des logements sociaux ainsi que leurs dépendances y compris les parkings collectifs attenant à ces immeubles, financés dans le cadre des interventions du fonds de promotion du logement pour les salariés et acquis auprès des promoteurs immobiliers",2017,,False,"Exonération de la taxe sur la valeur ajoutée due à la vente des logements sociaux ainsi que leurs dépendances y compris les parkings collectifs attenant à ces immeubles, financés dans le cadre des interventions du fonds de promotion du logement pour les salariés et acquis auprès des promoteurs immobiliers",Exonération
LF2021,223300431,tva,Exonération,"Exonération de la taxe sur la valeur ajoutée due à la vente des logements sociaux ainsi que leurs dépendances y compris les parkings collectifs attenant à ces immeubles, financés dans le cadre des interventions du fonds de promotion du logement pour les salariés et acquis auprès des promoteurs immobiliers",2018,,False,"Exonération de la taxe sur la valeur ajoutée due à la vente des logements sociaux ainsi que leurs dépendances y compris les parkings collectifs attenant à ces immeubles, financés dans le cadre des interventions du fonds de promotion du logement pour les salariés et acquis auprès des promoteurs immobiliers",Exonération
LF2021,223300431,tva,Exonération,"Exonération de la taxe sur la valeur ajoutée due à la vente des logements sociaux ainsi que leurs dépendances y compris les parkings collectifs attenant à ces immeubles, financés dans le cadre des interventions du fonds de promotion du logement pour les salariés et acquis auprès des promoteurs immobiliers",2019,,False,"Exonération de la taxe sur la valeur ajoutée due à la vente des logements sociaux ainsi que leurs dépendances y compris les parkings collectifs attenant à ces immeubles, financés dans le cadre des interventions du fonds de promotion du logement pour les salariés et acquis auprès des promoteurs immobiliers",Exonération
LF2021,223300432,tva,Exonération,Exonération de la taxe sur la valeur ajoutée due aux prestations de services d’hébergement et de la prise en charge des personnes handicapées,2017,,False,Exonération de la taxe sur la valeur ajoutée due aux prestations de services d’hébergement et de la prise en charge des personnes handicapées,Exonération
LF2021,223300432,tva,Exonération,Exonération de la taxe sur la valeur ajoutée due aux prestations de services d’hébergement et de la prise en charge des personnes handicapées,2018,,False,Exonération de la taxe sur la valeur ajoutée due aux prestations de services d’hébergement et de la prise en charge des personnes handicapées,Exonération
LF2021,223300432,tva,Exonération,Exonération de la taxe sur la valeur ajoutée due aux prestations de services d’hébergement et de la prise en charge des personnes handicapées,2019,,False,Exonération de la taxe sur la valeur ajoutée due aux prestations de services d’hébergement et de la prise en charge des personnes handicapées,Exonération
LF2021,223300433,tva,Exonération,Exonération de la taxe sur la valeur ajoutée due aux prestations de services destinés au secteur agricole,2017,,False,Exonération de la taxe sur la valeur ajoutée due aux prestations de services destinés au secteur agricole,Exonération
LF2021,223300433,tva,Exonération,Exonération de la taxe sur la valeur ajoutée due aux prestations de services destinés au secteur agricole,2018,,False,Exonération de la taxe sur la valeur ajoutée due aux prestations de services destinés au secteur agricole,Exonération
LF2021,223300433,tva,Exonération,Exonération de la taxe sur la valeur ajoutée due aux prestations de services destinés au secteur agricole,2019,,False,Exonération de la taxe sur la valeur ajoutée due aux prestations de services destinés au secteur agricole,Exonération
LF2021,223300434,tva,Exonération,Exonération de la taxe sur la valeur ajoutée due aux prestations de services destinés au secteur de la pêche,2017,,False,Exonération de la taxe sur la valeur ajoutée due aux prestations de services destinés au secteur de la pêche,Exonération
LF2021,223300434,tva,Exonération,Exonération de la taxe sur la valeur ajoutée due aux prestations de services destinés au secteur de la pêche,2018,,False,Exonération de la taxe sur la valeur ajoutée due aux prestations de services destinés au secteur de la pêche,Exonération
LF2021,223300434,tva,Exonération,Exonération de la taxe sur la valeur ajoutée due aux prestations de services destinés au secteur de la pêche,2019,,False,Exonération de la taxe sur la valeur ajoutée due aux prestations de services destinés au secteur de la pêche,Exonération
LF2021,223300435,tva,Exonération,Exonération de la taxe sur la valeur ajoutée due aux prestations de services destinés au secteur Culturel,2017,,False,Exonération de la taxe sur la valeur ajoutée due aux prestations de services destinés au secteur Culturel,Exonération
LF2021,223300435,tva,Exonération,Exonération de la taxe sur la valeur ajoutée due aux prestations de services destinés au secteur Culturel,2018,,False,Exonération de la taxe sur la valeur ajoutée due aux prestations de services destinés au secteur Culturel,Exonération
LF2021,223300435,tva,Exonération,Exonération de la taxe sur la valeur ajoutée due aux prestations de services destinés au secteur Culturel,2019,,False,Exonération de la taxe sur la valeur ajoutée due aux prestations de services destinés au secteur Culturel,Exonération
LF2021,223300436,tva,Exonération,"Exonération de la taxe sur la valeur ajoutée due aux prestations de services de transport aérien, maritime et routier",2017,,False,"Exonération de la taxe sur la valeur ajoutée due aux prestations de services de transport aérien, maritime et routier",Exonération
